Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
134,M-NEC,MNEC0134,2011,MNEC01,WS0016,20.75 ,25.82 ,15.86 ,2386.7,1236.7,288.6,909.4,2095.3,Meadow soils,clay,34.6,22.5,334,8.2,74,69,26,10106
135,M-NEC,MNEC0135,2012,MNEC01,WS0016,21.43 ,26.54 ,16.34 ,2357,1257,146,835.8,1972.44,Black soils,clay,48.5,27.5,309,7.5,74,69,26,8424
136,M-NEC,MNEC0136,2012,MNEC01,WS0016,21.49 ,26.61 ,16.45 ,2384.9,1274.9,164.8,831.3,1965.98,Meadow soils,clay,34,15.3,315,8,74,69,26,7838
137,M-NEC,MNEC0137,2012,MNEC01,WS0016,20.82 ,25.85 ,15.97 ,2602.5,1352.5,274.8,880.3,2075.06,Black soils,clay,45,22.4,233,6.4,74,69,26,8588
138,M-NEC,MNEC0138,2006,MNEC01,WS0016,17.33 ,22.91 ,11.85 ,2949.5,1381.6,339.7,1311.538,2752.43,Black soils,clay loam,61,17.4,165,6.5,74,47,26,9389
139,M-NEC,MNEC0139,2006,MNEC01,WS0016,19.65 ,25.04 ,14.48 ,2574.5,1264.5,309.8,999.438,2219.88,Albic soils,clay,39,19,210,7.2,74,47,26,11621
140,M-NEC,MNEC0140,2007,MNEC01,WS0016,19.64 ,25.03 ,14.39 ,2769.5,1363,293.8,1190.8,2535.76,Black soils,clay loam,48,9.2,204,6.4,74,69,26,9342
141,M-NEC,MNEC0141,2007,MNEC01,WS0016,18.64 ,24.05 ,13.35 ,2795.4,1356.5,366.2,1240.2,2605.77,Black soils,clay loam,42,12.6,175,7,74,69,26,9803
142,M-NEC,MNEC0142,2007,MNEC01,WS0016,18.24 ,23.62 ,12.97 ,2863,1374.5,366.7,1304.7,2708.22,Black soils,clay loam,38,17.8,178,7.1,74,69,26,9159
143,M-NEC,MNEC0143,2008,MNEC01,WS0016,16.79 ,21.90 ,11.81 ,2830.8,1299.8,285.7,1242.7,2584.72,Meadow soils,clay,59.1,28.6,147,6.2,74,47,26,9272
144,M-NEC,MNEC0144,2008,MNEC01,WS0016,16.59 ,21.69 ,11.62 ,2869.9,1308.9,285.7,1277.4,2653.71,Meadow soils,clay,55.1,26.5,245,5.6,74,47,26,13395
145,M-NEC,MNEC0145,2006,MNEC01,WS0016,19.65 ,25.01 ,14.47 ,2554.5,1254.5,309.8,989.338,2191.91,Black soils,clay loam,49,15.5,144,6.1,74,47,26,10361
146,M-NEC,MNEC0146,2007,MNEC01,WS0016,18.23 ,23.62 ,12.94 ,2897.8,1389.3,367.2,1326.3,2754.1,Black soils,clay loam,44,24.5,172,7.2,74,69,26,8685
147,M-NEC,MNEC0147,2008,MNEC01,WS0016,16.53 ,21.63 ,11.57 ,2830.8,1299.8,285.7,1259.9,2602.96,Meadow soils,clay,36.8,9.5,115,6.1,74,69,26,7241
148,M-NEC,MNEC0148,2010,MNEC01,WS0016,21.31 ,26.35 ,16.56 ,2301.5,1227.8,330.8,850.2,1873.47,Black soils,clay loam,38,16.8,206,6.3,74,69,26,12614
149,M-NEC,MNEC0149,2006,MNEC01,WS0016,19.65 ,25.01 ,14.47 ,2554.5,1254.5,309.8,989.338,2191.91,Black soils,clay loam,49,15.5,144,6.1,74,47,26,10361
150,M-NEC,MNEC0150,2007,MNEC01,WS0016,18.23 ,23.62 ,12.94 ,2897.8,1389.3,367.2,1326.3,2754.1,Black soils,clay loam,44,24.5,172,7.2,74,69,26,8685
151,M-NEC,MNEC0151,2008,MNEC01,WS0016,16.53 ,21.63 ,11.57 ,2830.8,1299.8,285.7,1259.9,2602.96,Meadow soils,clay,36.8,27.8,115,6.1,74,47,26,7241
152,M-NEC,MNEC0152,2006,MNEC01,WS0016,17.86 ,23.37 ,12.52 ,2789.5,1317.9,334,1187.738,2522.2,Black soils,clay loam,46,25.9,146,6.7,74,47,26,8400
153,M-NEC,MNEC0153,2007,MNEC01,WS0016,17.96 ,23.31 ,12.72 ,2837.9,1358.8,367.5,1298.6,2682.56,Black soils,clay loam,47,12.7,161,7.7,74,69,26,5334
154,M-NEC,MNEC0154,2010,MNEC01,WS0016,21.69 ,26.77 ,16.67 ,2754,1484,375,1028.141,2297.3,Black soils,clay,51,38.5,252,7.6,74,69,26,6509
155,M-NEC,MNEC0155,2010,MNEC01,WS0016,21.53 ,26.64 ,16.49 ,2819.8,1509.8,376.3,1063.141,2376.12,Meadow soils,clay,41,23.7,113,7.4,74,69,26,13197
156,M-NEC,MNEC0156,2011,MNEC01,WS0016,20.53 ,25.67 ,15.52 ,2504.1,1284.1,288.8,979.4,2225.22,Meadow soils,clay,65,12.8,327,6.7,74,69,26,10596
157,M-NEC,MNEC0157,2011,MNEC01,WS0016,20.66 ,25.77 ,15.75 ,2458.7,1268.7,288.5,945.5,2149.07,Meadow soils,clay loam,39.2,24.4,327,7.6,74,69,26,9056
158,M-NEC,MNEC0158,2011,MNEC01,WS0016,20.57 ,25.68 ,15.67 ,2468.4,1268.7,288.8,953.8,2163.9,Meadow soils,clay,37,18.2,102,6.9,74,69,26,8963
159,M-NEC,MNEC0159,2012,MNEC01,WS0016,19.99 ,25.00 ,15.12 ,2878.1,1439.7,312.6,998.2,2376.24,Meadow soils,clay,58.4,14.9,307,7.8,74,69,26,8795
160,M-NEC,MNEC0160,2012,MNEC01,WS0016,19.99 ,25.00 ,15.12 ,2878.1,1439.7,312.6,998.2,2376.24,Meadow soils,clay,32.1,14.1,290,6.9,74,69,26,7962
161,M-NEC,MNEC0161,2012,MNEC01,WS0016,20.95 ,26.03 ,16.02 ,2577,1347,239.8,884.1,2076.81,Meadow soils,clay,46,25.9,146,6.7,74,69,26,7758
162,M-NEC,MNEC0162,2006,MNEC01,WS0016,17.86 ,23.37 ,12.52 ,2789.5,1317.9,334,1187.738,2522.2,Black soils,clay loam,46,25.9,146,6.7,74,47,26,8400
163,M-NEC,MNEC0163,2007,MNEC01,WS0016,17.96 ,23.31 ,12.72 ,2837.9,1358.8,367.5,1298.6,2682.56,Black soils,clay loam,47,12.7,161,7.7,74,69,26,5334
164,M-NEC,MNEC0164,2006,MNEC01,WS0016,17.67 ,23.20 ,12.29 ,2812.2,1322,334,1211.738,2563.89,Black soils,clay loam,48,23.4,166,7,74,47,26,10361
165,M-NEC,MNEC0165,2006,MNEC01,WS0016,17.67 ,23.20 ,12.29 ,2812.2,1322,334,1211.738,2563.89,Black soils,clay loam,48,23.4,166,7,74,47,26,10361
166,M-NEC,MNEC0166,2007,MNEC01,WS0016,20.59 ,25.88 ,15.48 ,2408.6,1239.3,290.9,1018.4,2268.41,Albic soils,clay,32.1,18.6,135,6.3,137,69,35,9521
167,M-NEC,MNEC0167,2007,MNEC01,WS0016,20.62 ,25.90 ,15.51 ,2412.9,1243.6,288.3,1018.4,2266.52,Albic soils,clay,37.4,27.3,152,6.5,137,69,35,10268
168,M-NEC,MNEC0168,2007,MNEC01,WS0016,20.64 ,25.95 ,15.53 ,2394,1234.7,290.2,1017.5,2262.06,Albic soils,clay,32.1,16.8,236,6.3,137,69,35,8846
169,M-NEC,MNEC0169,2007,MNEC01,WS0016,20.71 ,26.00 ,15.59 ,2422.5,1253.2,285.8,1019.6,2263.72,Albic soils,clay,47.8,30.5,146,5.9,138,69,30,7628
170,M-NEC,MNEC0170,2007,MNEC01,WS0016,20.60 ,25.89 ,15.48 ,2471.4,1272.1,288,1040,2305.93,Albic soils,loam,71.4,19.9,89,5.3,138,69,30,8051
171,M-NEC,MNEC0171,2007,MNEC01,WS0016,20.52 ,25.77 ,15.47 ,2442.1,1252.8,294.1,1020.5,2281.31,Albic soils,clay,42.3,48.4,95,5.7,138,69,30,7059
172,M-NEC,MNEC0172,2008,MNEC01,WS0016,20.06 ,25.05 ,15.15 ,2547.6,1279.9,284.4,965.6,2218.38,Albic soils,clay,54.9,37.2,379,5.7,137,69,30,10088
173,M-NEC,MNEC0173,2008,MNEC01,WS0016,19.90 ,24.89 ,14.94 ,2527.9,1260.2,280.5,984.9,2271.01,Albic soils,loam,39.7,21.5,102,5.4,137,69,30,9798
174,M-NEC,MNEC0174,2009,MNEC01,WS0016,19.46 ,24.45 ,14.69 ,2354.7,1144.7,405.9,911.8,2115.87,Albic soils,clay,32.8,14,126,5.4,137,69,30,10088
175,M-NEC,MNEC0175,2009,MNEC01,WS0016,19.20 ,24.20 ,14.44 ,2400.3,1150.3,422.3,942.1,2166.06,Albic soils,clay,63.9,26.7,148,5.6,137,69,30,10128
176,M-NEC,MNEC0176,2012,MNEC01,WS0017,15.88 ,21.18 ,11.30 ,2771.3,1257.6,405.2,1095.3,2442.67,Albic soils,loam,51.3,38.7,174,5.6,110,55,38,9488
177,M-NEC,MNEC0177,2012,MNEC01,WS0017,15.88 ,21.18 ,11.30 ,2771.3,1257.6,405.2,1095.3,2442.67,Albic soils,loamy sand,41.4,25.4,124,5.5,110,55,38,9186
178,M-NEC,MNEC0178,2012,MNEC01,WS0017,15.72 ,20.99 ,11.18 ,2775.7,1257.6,410.7,1095.3,2447.3,Albic soils,loam,49.3,30.5,90,5.8,110,55,38,9858
179,M-NEC,MNEC0179,2012,MNEC01,WS0017,15.88 ,21.18 ,11.30 ,2771.3,1257.6,405.2,1095.3,2442.67,Albic soils,loam,46.7,25.8,102,5.7,110,55,38,9531
180,M-NEC,MNEC0180,2012,MNEC01,WS0017,15.88 ,21.18 ,11.30 ,2771.3,1257.6,405.2,1095.3,2442.67,Albic soils,loam,52.8,37.5,198,5.6,110,55,38,7983
181,M-NEC,MNEC0181,2012,MNEC01,WS0017,15.76 ,20.95 ,11.25 ,2656.3,1210.7,407,1022.4,2288.06,Albic soils,loam,49.7,29.3,184,5.6,110,55,38,8022
182,M-NEC,MNEC0182,2012,MNEC01,WS0017,15.76 ,20.95 ,11.25 ,2656.3,1210.7,407,1022.4,2288.06,Albic soils,loam,51.3,26.4,112,5.8,110,55,38,8195
183,M-NEC,MNEC0183,2012,MNEC01,WS0017,15.76 ,20.95 ,11.25 ,2656.3,1210.7,407,1022.4,2288.06,Albic soils,loam,53.2,30.2,128,5.6,110,55,38,8097
184,M-NEC,MNEC0184,2012,MNEC01,WS0017,15.68 ,20.85 ,11.19 ,2658.8,1210.7,407,1022.4,2290.36,Albic soils,loam,56.8,31.4,143,5.8,110,55,38,8013
185,M-NEC,MNEC0185,2012,MNEC01,WS0017,15.76 ,20.95 ,11.25 ,2656.3,1210.7,407,1022.4,2288.06,Albic soils,loam,42.1,38.2,111,5.7,110,55,38,8103
186,M-NEC,MNEC0186,2012,MNEC01,WS0074,19.73 ,25.68 ,14.60 ,2446.8,1206.8,346.4,924.6,2211.78,Dark brown earths,sandy loam,10.1,35.3,296,6.1,150,96,51,7925
187,M-NEC,MNEC0187,2012,MNEC01,WS0074,19.78 ,25.72 ,14.66 ,2452.2,1212.2,346.1,926.3,2210.92,Dark brown earths,sandy loam,9.7,51.7,318,6.2,150,98,48,8972
188,M-NEC,MNEC0188,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Dark brown earths,clay,23.8,11.2,226,5.5,43,52,22,6728
189,M-NEC,MNEC0189,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Dark brown earths,clay,23.3,9.1,223,5.7,43,52,22,7449
190,M-NEC,MNEC0190,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,23.4,7.3,232,5.6,156,65,22,8243
191,M-NEC,MNEC0191,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,22.1,7.6,208,5.5,156,65,22,15020
192,M-NEC,MNEC0192,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Meadow soils,clay,25.6,9.4,256,5.5,43,52,22,8243
193,M-NEC,MNEC0193,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Meadow soils,clay,24.6,12.1,243,5.4,43,52,22,15020
194,M-NEC,MNEC0194,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Meadow soils,clay,24.5,12.7,267,5.5,43,52,22,6728
195,M-NEC,MNEC0195,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Meadow soils,clay,24.7,10.8,234,5.4,43,52,22,7449
196,M-NEC,MNEC0196,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Dark brown earths,clay,20.1,7.8,273,5.8,43,52,22,8243
197,M-NEC,MNEC0197,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,24.7,9.6,309,5.9,156,65,22,7449
198,M-NEC,MNEC0198,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,25.7,11.6,287,5.8,156,65,22,6728
199,M-NEC,MNEC0199,2010,MNEC01,WS0074,20.04 ,26.36 ,14.78 ,2725.8,1378.4,330.9,1075.4,2440.82,Dark brown earths,clay,24.4,11.2,298,5.7,43,52,22,15020
200,M-NEC,MNEC0200,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,22.9,10.8,200,5.9,156,65,22,8243
201,M-NEC,MNEC0201,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,22.5,13.7,268,5.9,156,65,22,7449
202,M-NEC,MNEC0202,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,23.8,13,282,6,156,65,22,6728
203,M-NEC,MNEC0203,2010,MNEC01,WS0074,19.87 ,26.22 ,14.53 ,2821.5,1414.1,335.3,1122.8,2548.15,Dark brown earths,clay,23.9,11.6,298,5.2,156,65,22,15020
204,M-NEC,MNEC0204,2012,MNEC01,WS0074,19.34 ,25.25 ,14.30 ,2571.9,1242.7,381.4,968.8,2320.6,Dark brown earths,sandy loam,21.2,53,166,5.8,150,98,48,9215
205,M-NEC,MNEC0205,2012,MNEC01,WS0074,19.34 ,25.25 ,14.30 ,2571.9,1242.7,381.4,968.8,2320.6,Dark brown earths,sandy loam,12.4,51.3,164,5.8,150,98,48,6728
206,M-NEC,MNEC0206,2012,MNEC01,WS0074,19.34 ,25.25 ,14.30 ,2571.9,1242.7,381.4,968.8,2320.6,Dark brown earths,sandy loam,15.6,51.2,166,5.9,150,98,48,8243
207,M-NEC,MNEC0207,2012,MNEC01,WS0074,19.16 ,25.15 ,14.03 ,2643.9,1264.7,381.4,1010.2,2411.79,Dark brown earths,sandy loam,15,47.3,165,5.8,165,92,48,9156
208,M-NEC,MNEC0208,2012,MNEC01,WS0074,19.16 ,25.15 ,14.03 ,2643.9,1264.7,381.4,1010.2,2411.79,Dark brown earths,sandy loam,15.3,52.5,152,5.8,165,92,48,8612
209,M-NEC,MNEC0209,2012,MNEC01,WS0074,19.16 ,25.15 ,14.03 ,2643.9,1264.7,381.4,1010.2,2411.79,Dark brown earths,sandy loam,15,51.6,165,5.8,165,92,48,8472
210,M-NEC,MNEC0210,2012,MNEC01,WS0074,19.43 ,25.32 ,14.35 ,2506.3,1217.1,355,944,2271.28,Dark brown earths,sandy loam,15,51.6,154,5.9,150,98,48,8769
211,M-NEC,MNEC0211,2012,MNEC01,WS0074,19.43 ,25.32 ,14.35 ,2506.3,1217.1,355,944,2271.28,Dark brown earths,sandy loam,15.3,51.8,164,5.9,150,98,48,7658
212,M-NEC,MNEC0212,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,14.5,43.4,157,5.7,180,98,50,8915
213,M-NEC,MNEC0213,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.5,32.6,145,5.7,180,98,50,9938
214,M-NEC,MNEC0214,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,8.8,41.1,139,5.7,180,98,50,9006
215,M-NEC,MNEC0215,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.6,42.6,129,5.7,180,98,50,9822
216,M-NEC,MNEC0216,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.5,29.8,135,5.7,180,98,50,7511
217,M-NEC,MNEC0217,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,17,34.1,130,5.7,180,98,50,7848
218,M-NEC,MNEC0218,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.6,28.2,126,5.7,180,98,50,7809
219,M-NEC,MNEC0219,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.3,28,136,5.7,180,98,50,9456
220,M-NEC,MNEC0220,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,20.3,32.8,126,5.7,180,98,50,9218
221,M-NEC,MNEC0221,2012,MNEC01,WS0074,18.85 ,24.90 ,13.72 ,2790.4,1311.2,455.1,1084.1,2552.89,Albic soils,sandy loam,19.4,25.8,136,5.8,180,98,50,8079
222,M-NEC,MNEC0222,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,31.8,20.1,100,5.6,114,62,27,7829
223,M-NEC,MNEC0223,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,32.8,19.8,105,5.6,114,62,27,8202
224,M-NEC,MNEC0224,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,38.3,40.6,160,5.9,114,62,27,8310
225,M-NEC,MNEC0225,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,35.8,21.3,105,5.5,114,62,27,8451
226,M-NEC,MNEC0226,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,36.8,29.5,88,5.6,114,62,27,7928
227,M-NEC,MNEC0227,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,29.8,28.1,87,5.6,114,62,27,11310
228,M-NEC,MNEC0228,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,31.8,26.1,120,5.7,114,62,27,9381
229,M-NEC,MNEC0229,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,38.3,32.4,148,5.8,114,62,27,9378
230,M-NEC,MNEC0230,2006,MNEC01,WS0020,19.14 ,24.45 ,14.32 ,2449.8,1169.8,400.4,1007,2295.3,Albic soils,silty clay loam,56.4,24.2,97,5.4,114,62,27,7790
231,M-NEC,MNEC0231,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,25.9,20.6,117,5.7,126,81,41,10101
232,M-NEC,MNEC0232,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,26.7,23.4,114,5.7,126,81,41,9141
233,M-NEC,MNEC0233,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,29.6,15.4,129,5.6,126,81,41,9402
234,M-NEC,MNEC0234,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,31.6,24.5,111,5.8,126,81,41,8325
235,M-NEC,MNEC0235,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,31.7,24.3,141,5.8,126,81,41,5625
236,M-NEC,MNEC0236,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,33.2,18.5,126,5.7,126,81,41,7962
237,M-NEC,MNEC0237,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,33.4,23.7,147,5.8,126,81,41,8865
238,M-NEC,MNEC0238,2007,MNEC01,WS0020,19.55 ,24.81 ,14.89 ,2522,1233.5,374.5,989,2286.34,Albic soils,silty clay loam,37.4,25.9,134,5.8,126,81,41,9624
239,M-NEC,MNEC0239,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,27.5,23.4,110,5.5,138,69,41,12269
240,M-NEC,MNEC0240,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,23.5,13.7,110,5.5,138,69,41,9669
241,M-NEC,MNEC0241,2008,MNEC01,WS0020,19.98 ,25.02 ,15.25 ,2357.8,1178.4,425.8,910.1,2088.48,Albic soils,silty clay loam,39.1,26.9,154,5.6,138,69,41,10220
242,M-NEC,MNEC0242,2008,MNEC01,WS0020,19.98 ,25.02 ,15.25 ,2357.8,1178.4,425.8,910.1,2088.48,Albic soils,silty clay loam,33.7,26.5,153,5.7,138,69,41,10161
243,M-NEC,MNEC0243,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,33.4,29.4,125,5.5,138,69,41,11127
244,M-NEC,MNEC0244,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,45.2,19.5,139,5.5,138,69,41,10245
245,M-NEC,MNEC0245,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,30.4,20,120,5.5,138,69,41,9420
246,M-NEC,MNEC0246,2008,MNEC01,WS0020,19.98 ,25.02 ,15.25 ,2357.8,1178.4,425.8,910.1,2088.48,Albic soils,silty clay loam,26.8,22.9,148,5.5,138,69,41,10082
247,M-NEC,MNEC0247,2008,MNEC01,WS0020,20.03 ,25.06 ,15.28 ,2343,1173.6,409.7,907.5,2077.36,Albic soils,silty clay loam,34.8,21.2,149,5.4,138,69,41,10853
248,M-NEC,MNEC0248,2010,MNEC01,WS0020,20.29 ,25.54 ,15.47 ,2637.8,1347.6,383.2,1059.4,2329.89,Albic soils,silty clay loam,29.2,22.6,136,5.8,138,76,41,10311
249,M-NEC,MNEC0249,2010,MNEC01,WS0020,20.29 ,25.54 ,15.47 ,2637.8,1347.6,383.2,1059.4,2329.89,Albic soils,silty clay loam,22.4,19.5,107,5.4,138,76,41,8772
250,M-NEC,MNEC0250,2010,MNEC01,WS0020,20.23 ,25.52 ,15.37 ,2629.4,1342.2,381.4,1066.4,2334.48,Albic soils,silty clay loam,39.6,26.4,137,5.6,138,76,41,8157
251,M-NEC,MNEC0251,2010,MNEC01,WS0020,20.23 ,25.52 ,15.37 ,2629.4,1342.2,381.4,1066.4,2334.48,Albic soils,silty clay loam,31.7,22.6,207,5.9,138,76,41,10928
252,M-NEC,MNEC0252,2010,MNEC01,WS0020,20.18 ,25.46 ,15.32 ,2623.6,1337,381.7,1058.3,2319.28,Albic soils,silty clay loam,30.2,14.6,115,5.7,138,76,41,16622
253,M-NEC,MNEC0253,2010,MNEC01,WS0020,20.18 ,25.46 ,15.32 ,2623.6,1337,381.7,1058.3,2319.28,Albic soils,silty clay loam,35.7,17.9,147,5.6,138,76,41,15006
254,M-NEC,MNEC0254,2010,MNEC01,WS0020,20.10 ,25.35 ,15.29 ,2613.3,1329.8,414.7,1045.4,2296.9,Albic soils,silty clay loam,33.8,22,157,5.9,138,76,41,10365
255,M-NEC,MNEC0255,2010,MNEC01,WS0020,20.10 ,25.35 ,15.29 ,2613.3,1329.8,414.7,1045.4,2296.9,Albic soils,silty clay loam,30.5,14.5,114,5.7,138,76,41,8465
256,M-NEC,MNEC0256,2010,MNEC01,WS0020,20.13 ,25.42 ,15.60 ,2617,1329.5,410.5,1142.9,2423.46,Albic soils,silty clay loam,75.1,31.9,183,5.5,138,76,41,7734
257,M-NEC,MNEC0257,2010,MNEC01,WS0020,20.13 ,25.42 ,15.60 ,2617,1329.5,410.5,1142.9,2423.46,Albic soils,silty clay loam,37.7,23.8,151,5.7,138,76,41,10295
258,M-NEC,MNEC0258,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,34.8,22.2,141,5.9,240,165,90,11877
259,M-NEC,MNEC0259,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,34.5,26.6,132,5.8,240,165,90,8246
260,M-NEC,MNEC0260,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,29.2,12.4,124,5.8,240,165,90,7754
261,M-NEC,MNEC0261,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,34.3,21.6,125,5,240,165,90,6738
262,M-NEC,MNEC0262,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,41.6,17.2,156,5.4,240,165,90,12000
263,M-NEC,MNEC0263,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,30.7,20.4,129,5.3,240,165,90,10154
264,M-NEC,MNEC0264,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,35.9,17.6,144,5.4,240,165,90,8246
265,M-NEC,MNEC0265,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,35.9,17.6,144,5.4,240,165,90,9876
266,M-NEC,MNEC0266,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,34.8,19.8,153,5.2,240,165,90,9323
267,M-NEC,MNEC0267,2011,MNEC01,WS0020,19.08 ,24.24 ,14.43 ,2480.5,1185.2,246.5,1003.7,2305.89,Albic soils,loam,37.3,10.5,139,5.6,240,165,90,10092
